TreeID,WinterYear,TotalNuts,TotalWhole,TotalEmpty,TotalPredated
899,2019,0,0,0,0
899,2020,4,0,4,0
899,2021,8,0,8,0
899,2022,8,0,0,8
899,2023,12,0,12,0
899,2024,12,0,8,4
899,2025,0,0,0,0
900,1979,44,4,36,4
900,1980,0,0,0,0
900,1981,0,0,0,0
900,1983,140,68,72,0
900,1984,0,0,0,0
900,1985,0,0,0,0
900,2009,4,0,4,0
900,2010,0,0,0,0
900,2011,96,8,64,24
900,2012,80,0,64,16
900,2013,0,0,0,0
900,2014,116,12,88,16
900,2015,4,0,4,0
900,2016,4,0,4,0
900,2017,0,0,0,0
900,2018,16,8,8,0
900,2019,0,0,0,0
900,2020,0,0,0,0
900,2021,4,0,4,0
900,2022,20,8,0,12
900,2023,8,0,4,4
900,2024,32,8,8,16
900,2025,0,0,0,0
901,1979,0,0,0,0
901,1980,0,0,0,0
901,1981,0,0,0,0
901,1983,152,48,88,16
901,1984,4,0,0,4
901,1985,0,0,0,0
902,1979,0,0,0,0
902,1980,0,0,0,0
902,1981,0,0,0,0
902,1983,580,112,468,0
902,1984,0,0,0,0
902,1985,0,0,0,0
903,1979,0,0,0,0
903,1980,0,0,0,0
903,1981,0,0,0,0
903,1983,148,96,48,4
903,1984,0,0,0,0
903,1985,0,0,0,0
904,1979,24,16,4,4
904,1980,0,0,0,0
904,1981,0,0,0,0
904,1983,480,128,352,0
904,1984,4,0,4,0
904,1985,0,0,0,0
905,1976,244,120,120,4
905,1977,20,0,20,0
905,1978,0,0,0,0
905,1979,4,0,4,0
905,1980,0,0,0,0
905,1981,0,0,0,0
905,1983,440,144,296,0
905,1984,8,4,4,0
905,1985,8,0,4,4
905,1986,44,32,8,4
905,1987,308,300,0,8
905,1988,0,0,0,0
905,1990,416,320,80,16
905,1991,12,0,12,0
905,1992,452,276,116,60
905,1993,28,0,12,16
905,1994,0,0,0,0
905,1995,132,104,8,20
905,1996,0,0,0,0
905,1997,0,0,0,0
905,1998,20,0,20,0
905,1999,20,0,16,4
905,2000,12,0,8,4
905,2001,0,0,0,0
905,2002,8,4,4,0
905,2003,0,0,0,0
905,2004,112,92,20,0
905,2005,0,0,0,0
905,2006,8,4,4,0
905,2007,40,16,20,4
905,2009,0,0,0,0
905,2010,0,0,0,0
905,2011,60,24,32,4
905,2012,16,0,12,4
905,2013,12,0,4,8
905,2014,208,48,96,64
905,2015,12,0,8,4
905,2016,104,60,40,4
905,2017,20,0,12,8
905,2018,244,52,156,36
905,2019,68,0,52,16
905,2020,300,152,124,24
905,2021,28,0,24,4
905,2022,60,8,36,16
905,2023,72,0,64,8
905,2024,96,12,72,12
905,2025,0,0,0,0
906,1976,492,232,244,16
906,1977,4,0,4,0
906,1978,0,0,0,0
906,1979,64,4,56,4
906,1980,4,4,0,0
906,1981,0,0,0,0
906,1983,328,208,120,0
906,1984,0,0,0,0
906,1985,100,8,88,4
906,1986,80,24,48,8
906,1987,288,280,0,8
906,1988,0,0,0,0
906,1989,40,0,16,24
906,1990,388,256,104,28
906,1991,0,0,0,0
906,1992,260,188,40,32
906,1993,0,0,0,0
906,1994,96,0,80,16
906,1995,212,108,80,24
906,1996,0,0,0,0
906,1997,12,0,4,8
906,1998,44,12,28,4
906,1999,0,0,0,0
906,2000,224,132,92,0
906,2001,0,0,0,0
906,2002,216,140,76,0
906,2003,0,0,0,0
906,2004,316,252,56,8
906,2005,0,0,0,0
906,2006,384,248,108,28
906,2007,96,8,80,8
906,2009,176,40,116,20
906,2010,32,0,28,4
906,2011,220,96,104,20
906,2012,8,0,4,4
906,2013,196,108,76,12
906,2014,40,16,16,8
906,2015,80,4,64,12
906,2016,292,224,64,4
906,2017,0,0,0,0
906,2018,232,40,176,16
906,2019,52,0,48,4
906,2020,296,188,52,56
906,2021,12,0,8,4
906,2022,160,4,132,24
906,2023,68,8,44,16
906,2024,236,20,124,92
906,2025,44,0,32,12
907,1979,36,0,32,4
907,1980,0,0,0,0
907,1981,0,0,0,0
907,1983,312,164,148,0
907,1984,0,0,0,0
907,1985,0,0,0,0
907,1986,124,24,48,52
907,1987,200,200,0,0
907,1988,0,0,0,0
907,1989,36,4,0,32
907,1990,436,300,104,32
907,1991,0,0,0,0
907,1992,132,80,20,32
907,1993,12,4,4,4
907,1994,0,0,0,0
907,1995,112,44,44,24
907,1996,0,0,0,0
907,1997,0,0,0,0
907,1998,32,0,32,0
907,1999,40,0,40,0
907,2000,452,204,228,20
907,2001,0,0,0,0
907,2002,320,108,212,0
907,2003,0,0,0,0
907,2004,180,160,8,12
907,2005,0,0,0,0
907,2006,296,100,192,4
907,2007,8,0,8,0
907,2009,344,148,180,16
907,2010,0,0,0,0
907,2011,980,444,496,40
907,2012,300,0,240,60
907,2013,312,16,196,100
907,2014,300,20,180,100
907,2015,184,0,120,64
907,2016,172,100,60,12
907,2017,64,0,44,20
907,2018,528,48,448,32
907,2019,184,0,160,24
907,2020,176,44,116,16
907,2021,140,0,80,60
907,2022,136,0,108,28
907,2023,48,4,20,24
907,2024,56,12,24,20
908,1976,468,184,232,52
908,1977,4,0,4,0
908,1978,0,0,0,0
908,1979,0,0,0,0
908,1980,0,0,0,0
908,1981,0,0,0,0
908,1983,712,376,328,8
908,1984,64,0,40,24
908,1985,4,0,4,0
908,2009,24,0,24,0
908,2011,152,12,108,32
908,2012,148,4,112,32
908,2013,152,8,100,44
908,2014,292,8,164,120
908,2015,56,0,56,0
908,2016,236,84,148,4
908,2017,28,0,24,4
908,2018,432,64,360,8
908,2019,124,0,120,4
908,2020,280,24,252,4
908,2021,52,0,48,4
908,2022,244,0,184,60
908,2023,120,12,88,20
908,2024,104,4,76,24
908,2025,0,0,0,0
909,1976,776,388,368,20
909,1977,4,0,4,0
909,1978,0,0,0,0
909,1979,196,104,68,24
909,1980,0,0,0,0
909,1981,0,0,0,0
909,1983,1344,688,632,24
909,1984,0,0,0,0
909,1985,4,0,4,0
909,1986,8,0,0,8
909,1987,1116,1076,0,40
909,1988,0,0,0,0
909,1989,12,0,12,0
909,1990,1296,1024,204,68
909,1991,20,0,20,0
909,1992,616,380,96,140
909,1993,160,16,64,80
909,1994,12,0,8,4
909,1995,972,460,216,296
909,1996,0,0,0,0
909,1997,0,0,0,0
909,1998,148,0,108,40
909,1999,40,0,24,16
909,2000,1636,1328,280,28
909,2001,0,0,0,0
909,2002,108,28,80,0
909,2003,76,0,68,8
909,2004,1252,1160,72,20
909,2005,0,0,0,0
909,2006,216,156,40,20
909,2007,280,52,172,56
909,2008,72,0,64,8
909,2009,248,140,88,20
909,2010,40,8,24,8
909,2011,1120,656,372,92
909,2012,364,4,276,84
909,2013,32,12,20,0
909,2014,864,340,408,116
909,2015,68,0,56,12
909,2016,128,16,84,28
909,2017,84,0,60,24
909,2018,936,372,432,132
909,2019,160,0,132,28
909,2020,124,40,44,40
909,2021,296,4,220,72
909,2022,164,32,96,36
909,2023,224,40,168,16
909,2024,140,24,96,20
909,2025,4,0,4,0
910,1976,984,416,568,0
910,1977,20,0,16,4
910,1978,0,0,0,0
910,1979,144,16,116,12
910,1980,0,0,0,0
910,1981,0,0,0,0
910,1983,1940,324,1576,40
910,1984,0,0,0,0
910,1985,4,0,4,0
910,1986,8,8,0,0
910,1987,624,572,0,52
910,1988,0,0,0,0
910,1990,1476,840,588,48
910,1991,132,0,132,0
910,1992,768,452,140,176
910,1993,112,0,88,24
910,1994,68,4,64,0
910,1995,1076,648,288,140
910,1996,0,0,0,0
910,1997,0,0,0,0
910,1998,60,0,56,4
910,1999,96,0,72,24
910,2000,1744,960,776,8
910,2001,0,0,0,0
910,2002,228,12,216,0
910,2003,12,0,8,4
910,2004,1056,800,224,32
910,2005,0,0,0,0
910,2006,116,32,56,28
910,2007,1280,76,1080,124
910,2008,4,0,4,0
911,1979,72,48,4,20
911,1980,0,0,0,0
911,1981,0,0,0,0
911,1983,1424,728,656,40
911,1984,0,0,0,0
911,1985,8,0,4,4
911,1986,48,4,0,44
911,1987,648,592,0,56
911,1988,0,0,0,0
911,1990,2224,1568,532,124
911,1991,48,0,48,0
911,1992,2548,1172,1176,200
911,1993,88,4,56,28
911,1994,64,0,16,48
911,1995,872,432,232,208
911,1996,0,0,0,0
911,1997,4,0,4,0
911,1998,280,0,244,36
911,1999,284,0,232,52
911,2000,2028,1376,604,48
911,2001,0,0,0,0
911,2002,132,16,108,8
911,2003,36,0,36,0
911,2004,2052,1352,672,28
911,2005,0,0,0,0
911,2006,336,196,96,44
911,2007,496,172,252,72
911,2008,76,0,72,4
911,2009,468,188,252,28
911,2010,52,0,24,28
911,2011,1992,1176,720,96
911,2012,360,4,272,84
911,2013,300,16,224,60
911,2014,1140,268,648,224
911,2015,176,4,156,16
911,2016,372,220,84,68
911,2017,132,0,108,24
911,2018,1604,568,800,236
911,2019,232,0,192,40
911,2020,280,48,176,56
911,2021,164,0,124,40
911,2022,240,44,144,52
911,2023,120,12,72,36
911,2024,820,72,616,132
911,2025,20,0,20,0
912,1976,132,4,128,0
912,1977,12,4,8,0
912,1978,0,0,0,0
912,1979,4,0,4,0
912,1980,0,0,0,0
912,1981,0,0,0,0
912,1983,1580,484,1060,36
912,1984,0,0,0,0
912,1985,0,0,0,0
912,1986,20,0,4,16
912,1987,688,656,0,32
912,1988,0,0,0,0
912,1990,1708,424,1260,24
912,1991,0,0,0,0
912,1992,504,36,428,40
912,1993,4,0,4,0
912,1994,104,4,80,20
912,1995,1292,412,796,84
912,1996,0,0,0,0
912,1997,0,0,0,0
912,1998,236,0,228,8
912,1999,136,0,136,0
912,2000,1028,432,572,24
912,2001,0,0,0,0
912,2002,284,0,260,24
912,2003,8,0,8,0
912,2004,712,168,544,0
912,2005,0,0,0,0
912,2006,60,20,28,12
912,2007,644,20,604,20
912,2009,428,40,384,4
912,2010,4,0,4,0
912,2011,1188,256,796,136
912,2012,464,0,380,84
912,2013,916,4,800,112
912,2014,1144,56,924,164
912,2015,100,0,96,4
912,2016,920,92,796,32
912,2017,428,0,420,8
912,2018,492,52,360,80
912,2019,152,0,140,12
912,2020,228,12,196,20
912,2021,88,0,72,16
912,2022,836,12,732,92
912,2023,688,28,584,76
912,2024,688,28,548,112
912,2025,4,0,4,0
913,1976,8,0,8,0
913,1977,0,0,0,0
913,1978,0,0,0,0
913,1979,0,0,0,0
913,1984,0,0,0,0
913,1985,0,0,0,0
913,2009,12,0,8,4
913,2011,56,24,8,24
913,2012,12,0,8,4
913,2013,28,0,4,24
913,2014,428,24,324,80
913,2015,88,4,72,12
913,2016,60,0,60,0
913,2017,24,0,20,4
913,2018,40,4,28,8
913,2019,72,0,60,12
913,2020,24,0,16,8
913,2021,12,0,12,0
913,2022,0,0,0,0
913,2023,68,0,44,24
913,2024,76,0,60,16
913,2025,0,0,0,0
1051,2019,280,0,216,64
1051,2020,208,72,96,40
1051,2021,116,0,60,56
1051,2022,116,24,52,40
1051,2023,220,20,104,96
1051,2024,100,8,16,76
1051,2025,228,0,120,108
1055,2023,952,56,804,92
1055,2024,348,52,184,112
1055,2025,80,4,48,28
1056,2023,184,36,96,52
1056,2024,152,44,80,28
1056,2025,8,0,8,0
1057,2023,176,28,112,36
1057,2024,156,12,116,28
1057,2025,4,0,4,0
1058,2023,80,0,44,36
1058,2024,52,12,28,12
1058,2025,0,0,0,0
1059,2023,12,0,8,4
1059,2024,44,12,16,16
1059,2025,0,0,0,0
1060,2023,172,16,128,28
1060,2024,352,60,248,44
1060,2025,8,0,8,0
1061,2023,0,0,0,0
1061,2024,8,0,4,4
1061,2025,8,0,8,0
1062,2023,48,4,32,12
1062,2024,56,8,36,12
1062,2025,12,0,12,0
1063,2023,260,12,192,56
1063,2024,200,8,128,64
1063,2025,0,0,0,0
1138,2025,4,0,4,0
